Set Category,Set Name,Card ID,Card Name,Clan,Deck,Card Type
Premium Expansion,Under Fu Leng's Shadow,10,Haunted Jungles,Shadowlands,—,Province
Premium Expansion,Under Fu Leng's Shadow,11,Maddening Emptiness,Shadowlands,—,Province
Premium Expansion,Under Fu Leng's Shadow,12,Sea of Shadows,Shadowlands,—,Province
Premium Expansion,Under Fu Leng's Shadow,67,Madness,Shadowlands,Conflict,Attachment
Premium Expansion,Under Fu Leng's Shadow,13,Spectral Watchtower,Shadowlands,—,Province
Premium Expansion,Under Fu Leng's Shadow,64,Spiritual Isolation,Shadowlands,Conflict,Attachment
Premium Expansion,Under Fu Leng's Shadow,48,The Wall is Breached,Shadowlands,Conflict,Event
Premium Expansion,Under Fu Leng's Shadow,1B,Akuma no Oni,Shadowlands,—,Warlord
Premium Expansion,Under Fu Leng's Shadow,1A,Akuma no Oni (coop),Shadowlands,—,Warlord
Premium Expansion,Under Fu Leng's Shadow,3B,Atsuko the Calamitous,Shadowlands,—,Warlord
Premium Expansion,Under Fu Leng's Shadow,3A,Atsuko the Calamitous (coop),Shadowlands,—,Warlord
Premium Expansion,Under Fu Leng's Shadow,2B,The Obsidian Flower,Shadowlands,—,Warlord
Premium Expansion,Under Fu Leng's Shadow,2A,The Obsidian Flower (coop),Shadowlands,—,Warlord
